"TimeStamp","FrameCounter","AccX","AccY","AccZ","QuatW","QuatX","QuatY","QuatZ"
"0.06","12","0.874","-0.18","0.41","0.9769","-0.0782","-0.0668","0.187"
"0.06","12","-0.107","0.905","-0.357","0.6238","0.5871000000000001","-0.2525","0.4497"
"0.065","13","-0.109","-0.608","-0.772","-0.7419","-0.11479999999999999","0.6437999999999999","-0.14730000000000001"
"0.065","13","0.459","-0.071","-0.887","0.1574","0.8067","0.1135","-0.558"
"0.065","13","-0.121","1.014","0.286","0.5899","0.7363999999999999","-0.2566","0.209"
"0.065","13","-0.18","-0.935","0.231","0.26389999999999997","-0.3726","0.7167","0.5269999999999999"
"0.065","13","0.882","-0.183","0.412","0.9769","-0.07830000000000001","-0.0675","0.1867"
"0.065","13","-0.109","0.909","-0.357","0.6239","0.5869","-0.2525","0.4497"
"0.07","14","-0.1","-0.567","-0.777","-0.7411","-0.1163","0.645","-0.1453"
"0.07","14","0.466","-0.07","-0.877","0.1581","0.8065","0.1132","-0.5582"
"0.07","14","-0.129","1.018","0.299","0.5897","0.7363999999999999","-0.25670000000000004","0.20929999999999999"
"0.07","14","-0.189","-0.942","0.232","0.26389999999999997","-0.3727","0.7167","0.5269"
"0.07","14","0.889","-0.187","0.414","0.9769","-0.0785","-0.06810000000000001","0.1865"
"0.07","14","-0.112","0.91","-0.356","0.6241","0.5867","-0.2526","0.44980000000000003"
"0.075","15","-0.098","-0.532","-0.785","-0.7402","-0.1179","0.6461","-0.1433"
"0.075","15","0.471","-0.07","-0.867","0.1588","0.8063","0.11299999999999999","-0.5584"
"0.075","15","-0.129","1.011","0.306","0.5896","0.7363999999999999","-0.2569","0.20950000000000002"
"0.075","15","-0.193","-0.948","0.231","0.264","-0.3728","0.7167","0.5267999999999999"
"0.075","15","0.895","-0.189","0.415","0.9769","-0.0786","-0.0688","0.1862"
"0.075","15","-0.111","0.912","-0.355","0.6242","0.5865","-0.2526","0.44989999999999997"
"0.08","16","-0.096","-0.509","-0.793","-0.7394000000000001","-0.11950000000000001","0.6472","-0.1413"
"0.08","16","0.477","-0.071","-0.854","0.15940000000000001","0.8061","0.1127","-0.5585"
"0.08","16","-0.127","0.995","0.314","0.5894999999999999","0.7363999999999999","-0.257","0.2098"
"0.08","16","-0.188","-0.952","0.23","0.264","-0.3729","0.7167","0.5267000000000001"
"0.08","16","0.902","-0.191","0.418","0.9769","-0.07880000000000001","-0.06939999999999999","0.186"
"0.08","16","-0.113","0.915","-0.353","0.6243000000000001","0.5863","-0.2526","0.44989999999999997"
"0.085","17","-0.101","-0.491","-0.796","-0.7386","-0.12079999999999999","0.6483","-0.1395"
"0.085","17","0.479","-0.072","-0.841","0.1601","0.8058","0.1125","-0.5587"
"0.085","17","-0.124","0.98","0.321","0.5892999999999999","0.7363999999999999","-0.2571","0.21000000000000002"
"0.085","17","-0.181","-0.953","0.228","0.2641","-0.373","0.7167","0.5266"
"0.085","17","0.907","-0.19","0.417","0.9769","-0.0789","-0.06999999999999999","0.1857"
"0.085","17","-0.114","0.922","-0.352","0.6244","0.5861","-0.2526","0.45"
"0.09","18","-0.109","-0.485","-0.798","-0.7378","-0.122","0.6493","-0.1379"
"0.09","18","0.483","-0.068","-0.834","0.1608","0.8055","0.11240000000000001","-0.5589999999999999"
"0.09","18","-0.122","0.969","0.322","0.5892000000000001","0.7365","-0.2572","0.2101"
"0.09","18","-0.166","-0.954","0.226","0.2641","-0.3731","0.7167","0.5265"
"0.09","18","0.908","-0.189","0.415","0.9768000000000001","-0.079","-0.0707","0.18560000000000001"
"0.09","18","-0.115","0.928","-0.35","0.6245","0.5860000000000001","-0.2526","0.45010000000000006"
"0.095","19","-0.114","-0.491","-0.796","-0.7371000000000001","-0.123","0.6502","-0.1365"
"0.095","19","0.485","-0.061","-0.833","0.16140000000000002","0.8053000000000001","0.1123","-0.5591999999999999"
"0.095","19","-0.121","0.96","0.321","0.5891","0.7365","-0.2572","0.2102"
"0.095","19","-0.154","-0.951","0.225","0.2642","-0.37320000000000003","0.7167","0.5263"
"0.095","19","0.906","-0.189","0.416","0.9768000000000001","-0.0791","-0.0713","0.1855"
"0.095","19","-0.117","0.932","-0.349","0.6246","0.5858","-0.2526","0.45010000000000006"
"0.1","20","-0.119","-0.501","-0.798","-0.7365","-0.12390000000000001","0.651","-0.13520000000000001"
"0.1","20","0.487","-0.06","-0.829","0.1621","0.8049","0.1123","-0.5595"
"0.1","20","-0.123","0.955","0.319","0.589","0.7365999999999999","-0.2572","0.21030000000000001"
"0.1","20","-0.149","-0.95","0.229","0.2642","-0.3733","0.7168","0.5262"
"0.1","20","0.9","-0.187","0.412","0.9768000000000001","-0.0792","-0.072","0.1854"
"0.1","20","-0.118","0.933","-0.347","0.6247","0.5857","-0.2526","0.4502"
"0.105","21","-0.124","-0.511","-0.795","-0.7358","-0.1246","0.6517999999999999","-0.1342"
"0.105","21","0.485","-0.066","-0.815","0.1628","0.8045","0.1123","-0.5599000000000001"
"0.105","21","-0.128","0.953","0.313","0.589","0.7365999999999999","-0.2571","0.21030000000000001"
"0.105","21","-0.148","-0.95","0.231","0.2642","-0.3733","0.7168","0.5261"
"0.105","21","0.893","-0.18","0.412","0.9766999999999999","-0.07930000000000001","-0.0726","0.1853"
"0.105","21","-0.123","0.932","-0.347","0.6248","0.5856","-0.2526","0.4502"
"0.11","22","-0.131","-0.523","-0.799","-0.7353","-0.1252","0.6525000000000001","-0.1333"
"0.11","22","0.484","-0.064","-0.803","0.1635","0.8041","0.11240000000000001","-0.5603"
"0.11","22","-0.141","0.955","0.308","0.589","0.7367","-0.257","0.2104"
"0.11","22","-0.151","-0.949","0.232","0.2642","-0.3733","0.7169","0.526"
"0.11","22","0.887","-0.172","0.408","0.9766999999999999","-0.07930000000000001","-0.0732","0.1853"
"0.11","22","-0.124","0.933","-0.347","0.6248","0.5855","-0.25270000000000004","0.45030000000000003"
"0.115","23","-0.136","-0.537","-0.796","-0.7347","-0.1256","0.6532","-0.1325"
"0.115","23","0.488","-0.062","-0.802","0.1641","0.8037000000000001","0.1125","-0.5607"
"0.115","23","-0.145","0.956","0.302","0.589","0.7367","-0.2569","0.2104"
"0.115","23","-0.159","-0.944","0.235","0.2642","-0.3733","0.7169","0.526"
"0.115","23","0.885","-0.168","0.41","0.9766","-0.0794","-0.0738","0.1853"
"0.115","23","-0.124","0.929","-0.344","0.6249","0.5854","-0.25270000000000004","0.45030000000000003"
"0.12","24","-0.133","-0.547","-0.79","-0.7342","-0.12589999999999998","0.6538999999999999","-0.1318"
"0.12","24","0.489","-0.06","-0.802","0.1648","0.8032","0.11279999999999998","-0.5610999999999999"
"0.12","24","-0.147","0.957","0.294","0.5889","0.7367","-0.25680000000000003","0.2104"
"0.12","24","-0.167","-0.941","0.236","0.2642","-0.3733","0.717","0.5259"
"0.12","24","0.884","-0.17","0.408","0.9766","-0.0794","-0.0743","0.1854"
"0.12","24","-0.125","0.926","-0.342","0.6249","0.5854","-0.25270000000000004","0.45030000000000003"
"0.125","25","-0.123","-0.562","-0.783","-0.7337","-0.1261","0.6545","-0.1313"
"0.125","25","0.494","-0.067","-0.808","0.1655","0.8027","0.11299999999999999","-0.5616"
"0.125","25","-0.145","0.961","0.289","0.5889","0.7367","-0.25680000000000003","0.2104"
"0.125","25","-0.172","-0.938","0.238","0.2642","-0.3733","0.7171000000000001","0.5258"
"0.125","25","0.888","-0.17","0.408","0.9765","-0.0795","-0.0749","0.1854"
"0.125","25","-0.125","0.924","-0.343","0.625","0.5852999999999999","-0.2528","0.45030000000000003"
"0.13","26","-0.109","-0.57","-0.777","-0.7333000000000001","-0.1262","0.655","-0.1309"
"0.13","26","0.507","-0.077","-0.819","0.1661","0.8022","0.1133","-0.5621"
"0.13","26","-0.139","0.965","0.283","0.5889","0.7368","-0.25670000000000004","0.2104"
"0.13","26","-0.178","-0.936","0.241","0.2641","-0.3733","0.7172","0.5257"
"0.13","26","0.892","-0.168","0.408","0.9765","-0.0796","-0.0754","0.1854"
"0.13","26","-0.122","0.921","-0.344","0.625","0.5852","-0.2528","0.45030000000000003"
"0.135","27","-0.095","-0.575","-0.771","-0.7329","-0.1262","0.6556","-0.1306"
"0.135","27","0.529","-0.087","-0.834","0.1668","0.8016","0.1137","-0.5626"
"0.135","27","-0.128","0.972","0.278","0.5888","0.7368","-0.25670000000000004","0.2105"
"0.135","27","-0.18","-0.937","0.243","0.2641","-0.37320000000000003","0.7172","0.5257"
"0.135","27","0.896","-0.167","0.411","0.9763999999999999","-0.07970000000000001","-0.076","0.1854"
"0.135","27","-0.12","0.918","-0.343","0.6251","0.5851","-0.2529","0.45030000000000003"
"0.14","28","-0.082","-0.577","-0.763","-0.7325","-0.1262","0.6561","-0.1303"
"0.14","28","0.54","-0.098","-0.831","0.1675","0.8010999999999999","0.11410000000000001","-0.5631"
"0.14","28","-0.12","0.976","0.278","0.5888","0.7369","-0.2566","0.2105"
"0.14","28","-0.184","-0.94","0.246","0.2641","-0.37320000000000003","0.7173","0.5256000000000001"
"0.14","28","0.906","-0.169","0.41","0.9763999999999999","-0.07980000000000001","-0.0764","0.1854"
"0.14","28","-0.121","0.915","-0.346","0.6252","0.585","-0.2529","0.45030000000000003"
"0.145","29","-0.076","-0.583","-0.75","-0.7321","-0.1262","0.6565000000000001","-0.13"
"0.145","29","0.544","-0.103","-0.825","0.1682","0.8005000000000001","0.1145","-0.5636"
"0.145","29","-0.12","0.977","0.28","0.5888","0.7369","-0.2566","0.21059999999999998"
"0.145","29","-0.187","-0.941","0.245","0.2641","-0.37320000000000003","0.7174","0.5255"
"0.145","29","0.912","-0.171","0.412","0.9763","-0.08","-0.0769","0.1854"
"0.145","29","-0.122","0.912","-0.346","0.6252","0.585","-0.2529","0.45030000000000003"
"0.15","30","-0.074","-0.595","-0.735","-0.7317","-0.1262","0.657","-0.12969999999999998"
"0.15","30","0.541","-0.103","-0.818","0.1688","0.7998999999999999","0.11499999999999999","-0.5642"
"0.15","30","-0.122","0.982","0.283","0.5887","0.7369","-0.2566","0.21070000000000003"
"0.15","30","-0.188","-0.943","0.245","0.2641","-0.37320000000000003","0.7174","0.5254"
"0.15","30","0.916","-0.173","0.413","0.9763","-0.0801","-0.0774","0.1854"
"0.15","30","-0.123","0.911","-0.346","0.6253","0.5849","-0.253","0.4502"
"0.155","31","-0.077","-0.604","-0.722","-0.7314","-0.1263","0.6574","-0.12940000000000002"
"0.155","31","0.54","-0.099","-0.812","0.1695","0.7993","0.11539999999999999","-0.5647"
"0.155","31","-0.122","0.988","0.288","0.5886","0.7369","-0.2566","0.21070000000000003"
"0.155","31","-0.187","-0.944","0.246","0.2641","-0.37320000000000003","0.7175","0.5253"
"0.155","31","0.924","-0.175","0.412","0.9762000000000001","-0.08030000000000001","-0.07780000000000001","0.1854"
"0.155","31","-0.123","0.912","-0.346","0.6253","0.5849","-0.253","0.4502"
"0.16","32","-0.084","-0.605","-0.717","-0.731","-0.1265","0.6578","-0.129"
"0.16","32","0.539","-0.093","-0.806","0.1701","0.7988000000000001","0.11579999999999999","-0.5652"
"0.16","32","-0.125","0.987","0.289","0.5886","0.737","-0.2565","0.21080000000000002"
"0.16","32","-0.186","-0.944","0.246","0.2641","-0.37320000000000003","0.7176","0.5252"
"0.16","32","0.924","-0.174","0.411","0.9762000000000001","-0.0804","-0.0781","0.1854"
"0.16","32","-0.124","0.915","-0.345","0.6254","0.5848","-0.2531","0.4502"
"0.165","33","-0.091","-0.597","-0.719","-0.7307","-0.1268","0.6582","-0.1286"
"0.165","33","0.542","-0.086","-0.795","0.17070000000000002","0.7983","0.1162","-0.5657"
"0.165","33","-0.127","0.977","0.288","0.5885","0.737","-0.2565","0.211"
"0.165","33","-0.183","-0.941","0.244","0.2641","-0.37320000000000003","0.7176","0.5251"
"0.165","33","0.92","-0.173","0.415","0.9761","-0.0805","-0.0785","0.1854"
"0.165","33","-0.123","0.917","-0.343","0.6254","0.5848","-0.2531","0.45010000000000006"
"0.17","34","-0.098","-0.581","-0.72","-0.7304","-0.1271","0.6586000000000001","-0.1282"
"0.17","34","0.549","-0.08","-0.785","0.1713","0.7978","0.1166","-0.5660000000000001"
"0.17","34","-0.129","0.968","0.289","0.5885","0.737","-0.2565","0.2111"
"0.17","34","-0.18","-0.938","0.242","0.2641","-0.37320000000000003","0.7177","0.5251"
"0.17","34","0.914","-0.172","0.416","0.9761","-0.08070000000000001","-0.07880000000000001","0.1855"
"0.17","34","-0.121","0.922","-0.345","0.6255","0.5848","-0.2532","0.45010000000000006"
"0.17500000000000002","35","-0.101","-0.561","-0.727","-0.7301","-0.1275","0.659","-0.12769999999999998"
"0.17500000000000002","35","0.558","-0.072","-0.78","0.1718","0.7974","0.11699999999999999","-0.5664"
"0.17500000000000002","35","-0.128","0.965","0.292","0.5884","0.737","-0.2565","0.2112"
"0.17500000000000002","35","-0.178","-0.936","0.242","0.2641","-0.3733","0.7177","0.525"
"0.17500000000000002","35","0.903","-0.167","0.419","0.9761","-0.08080000000000001","-0.079","0.1855"
"0.17500000000000002","35","-0.118","0.924","-0.346","0.6255","0.5848","-0.2532","0.45"
"0.2","40","-0.111","-0.544","-0.742","-0.7291000000000001","-0.1288","0.6602","-0.12589999999999998"
"0.2","36","0.612","-0.051","-0.806","0.1742","0.7948000000000001","0.11850000000000001","-0.5690000000000001"
"0.2","40","-0.137","0.963","0.295","0.5881000000000001","0.7371000000000001","-0.2566","0.2118"
"0.2","40","-0.188","-0.932","0.255","0.2642","-0.3734","0.718","0.5245"
"0.2","40","0.894","-0.168","0.412","0.9757999999999999","-0.0814","-0.08030000000000001","0.186"
"0.2","40","-0.115","0.924","-0.341","0.6256","0.5847","-0.2536","0.4497"
"0.20500000000000002","41","-0.106","-0.556","-0.742","-0.729","-0.1289","0.6603","-0.1256"
"0.20500000000000002","37","0.613","-0.062","-0.805","0.1746","0.794","0.11879999999999999","-0.5699"
"0.20500000000000002","41","-0.142","0.965","0.3","0.588","0.7371000000000001","-0.2566","0.21190000000000003"
"0.20500000000000002","41","-0.188","-0.933","0.257","0.2642","-0.3734","0.718","0.5244"
"0.20500000000000002","41","0.897","-0.168","0.412","0.9757999999999999","-0.08159999999999999","-0.0805","0.186"
"0.20500000000000002","41","-0.118","0.927","-0.343","0.6256999999999999","0.5847","-0.2537","0.44960000000000006"
"0.21","42","-0.095","-0.575","-0.736","-0.7289","-0.129","0.6604","-0.1254"
"0.21","38","0.601","-0.07","-0.805","0.1749","0.7931","0.11910000000000001","-0.571"
"0.21","42","-0.145","0.969","0.305","0.5879","0.7371000000000001","-0.25670000000000004","0.21200000000000002"
"0.21","42","-0.189","-0.935","0.259","0.2643","-0.3734","0.7181","0.5243"
"0.21","42","0.903","-0.17","0.413","0.9757","-0.0818","-0.08070000000000001","0.1861"
"0.21","42","-0.12","0.927","-0.342","0.6256999999999999","0.5847","-0.2537","0.4495"
"0.215","43","-0.089","-0.581","-0.734","-0.7289","-0.1292","0.6604","-0.1252"
"0.215","39","0.591","-0.049","-0.794","0.1752","0.7922","0.1192","-0.5722"
"0.215","43","-0.147","0.974","0.303","0.5879","0.7371000000000001","-0.25680000000000003","0.2121"
"0.215","43","-0.189","-0.936","0.259","0.2643","-0.3735","0.7181","0.5242"
"0.215","43","0.911","-0.17","0.412","0.9757","-0.0819","-0.0809","0.1861"
"0.215","43","-0.123","0.929","-0.343","0.6258","0.5847","-0.25379999999999997","0.44939999999999997"
"0.22","44","-0.085","-0.581","-0.733","-0.7289","-0.1293","0.6604","-0.1251"
"0.22","40","0.511","-0.118","-0.826","0.1757","0.7912","0.119","-0.5734"
"0.22","44","-0.143","0.975","0.3","0.5878","0.7371000000000001","-0.25680000000000003","0.21230000000000002"
"0.22","44","-0.189","-0.936","0.259","0.2643","-0.3735","0.7181","0.5242"
"0.22","44","0.92","-0.168","0.411","0.9757","-0.08209999999999999","-0.081","0.1862"
"0.22","44","-0.126","0.931","-0.342","0.6258","0.5846","-0.25379999999999997","0.44930000000000003"
"0.225","45","-0.085","-0.576","-0.736","-0.7289","-0.1295","0.6604","-0.12490000000000001"
"0.225","41","0.516","-0.099","-0.776","0.17609999999999998","0.7904","0.11879999999999999","-0.5745"
"0.225","45","-0.136","0.977","0.302","0.5877","0.7371000000000001","-0.2569","0.2124"
"0.225","45","-0.191","-0.935","0.258","0.2644","-0.3735","0.7182000000000001","0.5241"
"0.225","45","0.929","-0.159","0.41","0.9756","-0.0822","-0.0811","0.1863"
"0.225","45","-0.128","0.931","-0.342","0.6259","0.5846","-0.2539","0.44930000000000003"
"0.23","46","-0.09","-0.569","-0.741","-0.7289","-0.12969999999999998","0.6604","-0.1247"
"0.23","42","0.529","-0.141","-0.772","0.17629999999999998","0.7895","0.1189","-0.5756"
"0.23","46","-0.13","0.974","0.299","0.5877","0.7371000000000001","-0.257","0.2125"
"0.23","46","-0.192","-0.936","0.256","0.2644","-0.37360000000000004","0.7182000000000001","0.524"
"0.23","46","0.932","-0.154","0.411","0.9756","-0.0823","-0.0811","0.1864"
"0.23","46","-0.128","0.935","-0.342","0.6259","0.5846","-0.254","0.4492"
"0.23500000000000001","47","-0.1","-0.567","-0.744","-0.7289","-0.13","0.6604","-0.1246"
"0.23500000000000001","43","0.554","-0.107","-0.765","0.1764","0.7886","0.119","-0.5767"
"0.23500000000000001","47","-0.127","0.976","0.297","0.5876","0.7371000000000001","-0.2571","0.21259999999999998"
"0.23500000000000001","47","-0.194","-0.936","0.255","0.2644","-0.37360000000000004","0.7182000000000001","0.5239"
"0.23500000000000001","47","0.929","-0.16","0.412","0.9756","-0.08249999999999999","-0.081","0.18660000000000002"
"0.23500000000000001","47","-0.126","0.934","-0.342","0.6259","0.5846","-0.2541","0.44909999999999994"
"0.24","48","-0.114","-0.56","-0.752","-0.729","-0.1303","0.6603","-0.1244"
"0.24","44","0.532","-0.074","-0.759","0.1765","0.7877","0.11910000000000001","-0.5779"
"0.24","48","-0.125","0.975","0.294","0.5875","0.737","-0.2571","0.21269999999999997"
"0.24","48","-0.194","-0.937","0.253","0.2645","-0.37370000000000003","0.7182000000000001","0.5238"
"0.24","48","0.928","-0.165","0.406","0.9755","-0.08259999999999999","-0.0809","0.1867"
"0.24","48","-0.125","0.937","-0.347","0.6259","0.5846","-0.2541","0.44909999999999994"
"0.245","49","-0.133","-0.546","-0.76","-0.729","-0.13069999999999998","0.6602","-0.12430000000000001"
"0.245","45","0.509","-0.05","-0.765","0.1764","0.7868999999999999","0.1192","-0.5791000000000001"
"0.245","49","-0.117","0.976","0.29","0.5875","0.7371000000000001","-0.2572","0.21280000000000002"
"0.245","49","-0.193","-0.936","0.252","0.2645","-0.3738","0.7182000000000001","0.5237"
"0.245","49","0.926","-0.17","0.403","0.9755","-0.0827","-0.08070000000000001","0.1869"
"0.245","49","-0.124","0.938","-0.348","0.626","0.5846","-0.2542","0.449"
"0.25","50","-0.144","-0.536","-0.766","-0.7291000000000001","-0.131","0.6601","-0.1242"
"0.25","46","0.494","-0.039","-0.788","0.17629999999999998","0.7861","0.1193","-0.5801999999999999"
"0.25","50","-0.118","0.974","0.286","0.5875","0.7371000000000001","-0.2572","0.2129"
"0.25","50","-0.191","-0.934","0.252","0.2646","-0.3738","0.7182000000000001","0.5236"
"0.25","50","0.914","-0.173","0.401","0.9755","-0.0828","-0.0805","0.1871"
"0.25","50","-0.123","0.937","-0.344","0.626","0.5846","-0.2543","0.449"
"0.255","51","-0.14","-0.526","-0.771","-0.7292","-0.1313","0.6599","-0.12410000000000002"
"0.255","47","0.491","-0.034","-0.82","0.1762","0.7854","0.1193","-0.5812"
"0.255","51","-0.119","0.972","0.283","0.5873999999999999","0.7371000000000001","-0.2571","0.213"
"0.255","51","-0.187","-0.932","0.253","0.2646","-0.3739","0.7182999999999999","0.5235000000000001"
"0.255","51","0.901","-0.177","0.401","0.9753999999999999","-0.0828","-0.08030000000000001","0.1873"
"0.255","51","-0.119","0.935","-0.341","0.626","0.5845","-0.2543","0.449"
"0.26","52","-0.132","-0.514","-0.779","-0.7293000000000001","-0.1316","0.6597999999999999","-0.12410000000000002"
"0.26","48","0.502","-0.041","-0.84","0.17609999999999998","0.7847000000000001","0.1193","-0.5821"
"0.26","52","-0.123","0.969","0.283","0.5873999999999999","0.7371000000000001","-0.2571","0.213"
"0.26","52","-0.186","-0.93","0.255","0.2647","-0.374","0.7182999999999999","0.5235000000000001"
"0.26","52","0.886","-0.178","0.404","0.9753999999999999","-0.0829","-0.08","0.1875"
"0.26","52","-0.118","0.932","-0.343","0.626","0.5845","-0.2544","0.449"
"0.265","53","-0.123","-0.509","-0.786","-0.7293999999999999","-0.13169999999999998","0.6595","-0.12410000000000002"
"0.265","49","0.506","-0.044","-0.862","0.1759","0.784","0.1193","-0.5831000000000001"
"0.265","53","-0.127","0.971","0.283","0.5873999999999999","0.7371000000000001","-0.257","0.21309999999999998"
"0.265","53","-0.185","-0.932","0.255","0.2647","-0.3741","0.7182999999999999","0.5234"
"0.265","53","0.88","-0.177","0.408","0.9753999999999999","-0.08299999999999999","-0.07970000000000001","0.1877"
"0.265","53","-0.118","0.932","-0.345","0.626","0.5845","-0.2544","0.449"
